0.19302E-02 0.31021E-05 0.00000E+01 17145270 0 0 172541 0.89316E+08 0.00000E+01 0.19302E-02 0.00000E+01 0.00000E+01 0
1 0.0020377 0.00035835 35.173 7.979 0.0020377
2 0.0019523 0.00011279 16.341 4.9698 0.0019523
3 0.0019028 2.4651e-05 5.1819 0.77957 0.0019028
4 0.0017608 0.00014278 22.935 4.5031 0.0017608
5 0.0019143 5.2876e-05 11.048 2.2917 0.0019143
6 0.0019415 1.6631e-05 4.8455 1.0711 0.0019415
7 0.0022543 0.0003611 45.306 25.586 0.0022543
8 0.001981 4.6506e-05 9.3902 2.977 0.001981
9 0.0019411 1.2037e-05 3.5079 0.66958 0.0019411
10 0.001722 0.00014083 23.132 5.9465 0.001722
11 0.0019204 5.7401e-05 11.956 3.5281 0.0019204
12 0.0019132 1.4849e-05 4.3904 1.0501 0.0019132
13 0.0019336 0.00014082 20.599 4.869 0.0019336
14 0.0019485 4.5917e-05 9.4261 2.5462 0.0019485
15 0.0019372 1.2604e-05 3.6807 1.0005 0.0019372
16 0.0017149 0.00013503 22.27 4.7116 0.0017149
17 0.0019611 5.1152e-05 10.433 2.7907 0.0019611
18 0.0019373 1.3278e-05 3.8771 0.7149 0.0019373
19 0.001888 0.00012967 19.426 3.9545 0.001888
20 0.0019634 5.1703e-05 10.533 3.7952 0.0019634
21 0.0019482 1.2043e-05 3.4969 0.92189 0.0019482
22 0.001967 0.00012753 18.338 4.1539 0.001967
23 0.0020002 3.4991e-05 6.9974 1.3953 0.0020002
24 0.0019222 9.9851e-06 2.9385 0.54987 0.0019222
25 0.0020417 0.0001646 22.801 4.9426 0.0020417
26 0.0019937 4.6091e-05 9.2473 3.7151 0.0019937
27 0.0019178 1.0594e-05 3.1249 0.50164 0.0019178
28 0.0018974 8.8044e-05 13.124 2.15 0.0018974
29 0.0019569 2.6851e-05 5.4885 1.0775 0.0019569
30 0.0019463 1.0667e-05 3.1003 1.8094 0.0019463
31 0.0020041 0.00015261 21.539 6.3954 0.0020041
32 0.0019095 3.9433e-05 8.2602 3.2095 0.0019095
33 0.0019195 1.0845e-05 3.1961 0.42008 0.0019195
34 0.0019327 3.726e-05 7.7115 1.3954 0.0019327
35 0.001984 4.2665e-05 12.165 13.059 0.001984
36 0.001927 4.8955e-06 2.0324 0.32564 0.001927
37 0.00194 0.00018185 26.514 9.2006 0.00194
38 0.0019431 3.0075e-05 6.1912 1.4596 0.0019431
39 0.0019348 9.6073e-06 2.809 0.59362 0.0019348
40 0.0017275 9.6823e-05 15.853 3.1717 0.0017275
41 0.0018818 3.1022e-05 6.5941 1.2664 0.0018818
42 0.0019053 9.6078e-06 2.8525 0.34784 0.0019053
43 0.0020452 0.00015704 21.718 4.8227 0.0020452
44 0.0020262 5.2532e-05 10.37 2.6012 0.0020262
45 0.0019219 1.3387e-05 3.9401 0.55823 0.0019219
46 0.0022297 0.00030627 38.85 22.303 0.0022297
47 0.0019349 3.7416e-05 7.735 1.8699 0.0019349
48 0.001934 1.078e-05 3.1531 0.6245 0.001934
49 0.0019742 0.00011556 16.556 5.3985 0.0019742
50 0.0019525 3.2191e-05 6.5948 2.3415 0.0019525
51 0.0019408 1.125e-05 3.2791 2.0335 0.0019408
52 0.0032542 0.0013778 84.678 52.254 0.0032542
53 0.0020171 0.00013935 19.54 4.3576 0.0020171
54 0.0019147 2.9623e-05 6.1885 0.90298 0.0019147
55 0.0019857 0.00016586 23.625 7.8501 0.0019857
56 0.0019059 3.7999e-05 7.9749 2.1143 0.0019059
57 0.0019291 1.1747e-05 3.4445 0.92905 0.0019291
58 0.0018439 8.7534e-05 13.427 2.9258 0.0018439
59 0.0019469 2.862e-05 5.8799 1.4222 0.0019469
60 0.0019309 1.042e-05 3.0527 0.6119 0.0019309
61 0.0018236 0.00013553 21.02 4.3335 0.0018236
62 0.001946 4.1334e-05 8.4963 2.3445 0.001946
63 0.0019298 1.1879e-05 3.482 0.48097 0.0019298
64 0.0019424 0.00013525 19.694 8.1945 0.0019424
65 0.0019999 3.0541e-05 6.1085 1.243 0.0019999
66 0.001956 1.0237e-05 2.9605 0.87647 0.001956
67 0.0019825 0.00012315 17.57 3.8047 0.0019825
68 0.0018821 3.2683e-05 6.9463 1.8929 0.0018821
69 0.0019344 1.2611e-05 3.6881 2.1031 0.0019344
70 0.0021563 0.00026907 35.294 19.219 0.0021563
71 0.0019781 4.0742e-05 8.2387 2.6943 0.0019781
72 0.0019326 1.0969e-05 3.2106 0.46672 0.0019326
73 0.0017895 0.00011299 17.859 5.1808 0.0017895
74 0.0018976 3.2295e-05 6.8074 0.69901 0.0018976
75 0.0019389 1.0759e-05 3.139 0.33898 0.0019389
76 0.0014973 0.00011717 22.134 4.3296 0.0014973
77 0.0019113 6.666e-05 13.951 6.5414 0.0019113
78 0.0019104 1.8117e-05 5.3645 1.5241 0.0019104
79 0.0017349 8.8811e-05 14.479 2.2889 0.0017349
80 0.001971 3.7426e-05 7.5952 1.504 0.001971
81 0.0019274 1.127e-05 3.3077 0.78478 0.0019274
<lo_statistics>
<cumulated_time> 512.8518300000001 </cumulated_time>
</lo_statistics>
