0.74651E-06 0.16599E-08 0.00000E+01 980280 0 0 79267 0.10619E+12 0.00000E+01 0.74651E-06 0.00000E+01 0.00000E+01 0
1 6.6314e-07 7.3918e-08 7.8819 0.00012499 6.6314e-07
2 7.649e-07 2.4065e-08 3.1462 3.5532e-05 7.649e-07
3 7.4263e-07 8.2915e-09 1.579 1.2854e-05 7.4263e-07
4 6.5646e-07 7.3905e-08 7.9607 0.00018329 6.5646e-07
5 7.1458e-07 2.3269e-08 3.2564 3.6169e-05 7.1458e-07
6 7.5052e-07 8.7199e-09 1.6431 1.2557e-05 7.5052e-07
7 8.9118e-07 9.8987e-08 7.8542 0.00020266 8.9118e-07
8 7.8027e-07 2.4031e-08 3.0798 3.8214e-05 7.8027e-07
9 7.6175e-07 8.4829e-09 1.5749 1.358e-05 7.6175e-07
10 6.5923e-07 7.1466e-08 7.6656 0.00013653 6.5923e-07
11 7.5547e-07 2.374e-08 3.1424 3.7918e-05 7.5547e-07
12 7.3983e-07 8.2547e-09 1.5779 1.0694e-05 7.3983e-07
13 7.1569e-07 8.7643e-08 8.6592 0.00021101 7.1569e-07
14 7.6164e-07 2.4581e-08 3.2274 4.121e-05 7.6164e-07
15 7.4876e-07 8.3751e-09 1.5818 1.1904e-05 7.4876e-07
16 7.9003e-07 8.3389e-08 7.4636 0.00015269 7.9003e-07
17 7.6008e-07 2.4247e-08 3.1901 3.7102e-05 7.6008e-07
18 7.461e-07 8.2924e-09 1.5718 8.8671e-06 7.461e-07
19 8.7581e-07 1.0036e-07 8.1027 0.00014726 8.7581e-07
20 7.4053e-07 2.3177e-08 3.1297 3.688e-05 7.4053e-07
21 7.4481e-07 8.248e-09 1.5661 1.1499e-05 7.4481e-07
22 6.4439e-07 7.5205e-08 8.2525 0.00016638 6.4439e-07
23 7.29e-07 2.4455e-08 3.3546 5.953e-05 7.29e-07
24 7.4907e-07 8.5145e-09 1.6075 1.3343e-05 7.4907e-07
25 6.0363e-07 6.5089e-08 7.6247 0.00013636 6.0363e-07
26 7.0012e-07 2.423e-08 3.4608 4.1555e-05 7.0012e-07
27 7.3959e-07 8.7263e-09 1.6686 1.186e-05 7.3959e-07
28 8.7862e-07 9.5106e-08 7.6541 0.00012934 8.7862e-07
29 7.2808e-07 2.3906e-08 3.2834 6.3595e-05 7.2808e-07
30 7.4932e-07 8.328e-09 1.5718 1.4342e-05 7.4932e-07
31 7.2303e-07 8.6041e-08 8.4146 0.00020593 7.2303e-07
32 7.4565e-07 2.4178e-08 3.2425 4.1344e-05 7.4565e-07
33 7.5124e-07 8.505e-09 1.6011 1.1175e-05 7.5124e-07
34 8.427e-07 9.3797e-08 7.8706 0.00015951 8.427e-07
35 7.3721e-07 2.3988e-08 3.2538 5.0826e-05 7.3721e-07
36 7.3453e-07 8.3316e-09 1.6041 1.3195e-05 7.3453e-07
37 7.1511e-07 8.3385e-08 8.2452 0.00013277 7.1511e-07
38 7.6962e-07 2.4897e-08 3.2349 4.7206e-05 7.6962e-07
39 7.5752e-07 8.6407e-09 1.6131 1.8005e-05 7.5752e-07
40 7.3833e-07 7.9826e-08 7.645 0.00011325 7.3833e-07
41 7.3557e-07 2.3391e-08 3.18 2.9542e-05 7.3557e-07
42 7.3801e-07 8.5173e-09 1.6321 1.3416e-05 7.3801e-07
43 6.0795e-07 6.8528e-08 7.9705 0.00010953 6.0795e-07
44 7.8131e-07 2.5939e-08 3.3199 3.8645e-05 7.8131e-07
45 7.4257e-07 8.2981e-09 1.5804 1.3065e-05 7.4257e-07
46 7.0823e-07 7.8019e-08 7.7895 0.00015144 7.0823e-07
47 7.6026e-07 2.5032e-08 3.2925 3.6551e-05 7.6026e-07
48 7.5629e-07 8.3962e-09 1.57 1.052e-05 7.5629e-07
49 7.402e-07 8.4108e-08 8.0348 0.00014977 7.402e-07
50 7.3527e-07 2.349e-08 3.1947 5.0031e-05 7.3527e-07
51 7.3741e-07 8.4383e-09 1.6183 1.1971e-05 7.3741e-07
52 7.2513e-07 8.0126e-08 7.8135 0.00014518 7.2513e-07
53 7.6756e-07 2.4959e-08 3.2518 6.6205e-05 7.6756e-07
54 7.5087e-07 8.3545e-09 1.5735 9.0847e-06 7.5087e-07
55 8.1772e-07 9.4744e-08 8.1928 0.00016167 8.1772e-07
56 7.5517e-07 2.361e-08 3.1264 4.2331e-05 7.5517e-07
57 7.4901e-07 8.443e-09 1.5941 1.1547e-05 7.4901e-07
58 8.3667e-07 1.0317e-07 8.7194 0.00017252 8.3667e-07
59 7.3157e-07 2.2983e-08 3.1417 4.9474e-05 7.3157e-07
60 7.5703e-07 8.5545e-09 1.5981 1.1828e-05 7.5703e-07
61 8.321e-07 8.4699e-08 7.1976 0.00010455 8.321e-07
62 7.3892e-07 2.3801e-08 3.2211 3.7016e-05 7.3892e-07
63 7.4286e-07 8.3484e-09 1.5893 1.1301e-05 7.4286e-07
64 7.3567e-07 7.4976e-08 7.2065 0.0001104 7.3567e-07
65 7.5784e-07 2.4646e-08 3.2521 4.3607e-05 7.5784e-07
66 7.505e-07 8.5974e-09 1.6201 1.5068e-05 7.505e-07
67 7.7936e-07 9.0552e-08 8.2157 0.00016951 7.7936e-07
68 7.414e-07 2.2849e-08 3.0819 3.6865e-05 7.414e-07
69 7.4224e-07 8.4186e-09 1.604 1.5825e-05 7.4224e-07
70 7.1992e-07 8.4079e-08 8.2583 0.00014065 7.1992e-07
71 7.5184e-07 2.4535e-08 3.2633 4.7123e-05 7.5184e-07
72 7.4779e-07 8.4174e-09 1.5919 1.2552e-05 7.4779e-07
73 7.7723e-07 8.697e-08 7.9123 0.00014747 7.7723e-07
74 7.7915e-07 2.506e-08 3.2163 3.5873e-05 7.7915e-07
75 7.4083e-07 8.2943e-09 1.5834 9.3047e-06 7.4083e-07
76 8.4898e-07 9.5992e-08 7.995 0.00016891 8.4898e-07
77 7.4574e-07 2.3322e-08 3.1274 3.4776e-05 7.4574e-07
78 7.407e-07 8.203e-09 1.5662 9.7539e-06 7.407e-07
79 8.1589e-07 9.9886e-08 8.6568 0.00020584 8.1589e-07
80 7.1305e-07 2.3095e-08 3.2389 7.2379e-05 7.1305e-07
81 7.5504e-07 8.1996e-09 1.5358 1.0129e-05 7.5504e-07
82 6.9141e-07 7.5098e-08 7.6804 0.00012719 6.9141e-07
83 7.0955e-07 2.3609e-08 3.3274 4.091e-05 7.0955e-07
84 7.3549e-07 8.4812e-09 1.6308 1.2818e-05 7.3549e-07
<lo_statistics>
<cumulated_time> 23.417738000000007 </cumulated_time>
</lo_statistics>
