 1   1
 2  -1
 3   1
 4  -3
 5   1
 6  -5
 7   1
 8  -7
 9   1
10   1
11 -10
12   1
13 -12
14   1
15 -14
16   1
17 -16
18   1
19   1
20   1
21   1
22   1
23   1
24   1
25   1
