0.50930E-07 0.51226E-09 0.00000E+01 310020 0 0 5365 0.10540E+12 0.00000E+01 0.50930E-07 0.00000E+01 0.00000E+01 0
1 4.8367e-08 6.7164e-09 19.638 7.6506e-05 4.8367e-08
2 4.9938e-08 1.5031e-09 6.0199 2.2587e-05 4.9938e-08
3 5.0839e-08 4.1613e-10 2.3152 4.5913e-06 5.0839e-08
4 4.2924e-08 4.958e-09 16.335 4.059e-05 4.2924e-08
5 4.7599e-08 1.6428e-09 6.9027 2.8144e-05 4.7599e-08
6 5.1433e-08 5.0505e-10 2.7774 5.4654e-06 5.1433e-08
<lo_statistics>
<cumulated_time> 4.696984 </cumulated_time>
</lo_statistics>
