0.19198E-02 0.46155E-05 0.00000E+01 4460040 0 0 61314 0.31940E+08 0.00000E+01 0.19198E-02 0.00000E+01 0.00000E+01 0
1 0.0018134 6.4046e-05 14.127 3.4507 0.0018134
2 0.0019398 2.0374e-05 5.9414 0.96753 0.0019398
3 0.0019315 1.1191e-05 4.6351 5.6655 0.0019315
4 0.0019174 0.00015156 22.357 7.4152 0.0019174
5 0.0019148 2.9512e-05 6.1651 1.5106 0.0019148
6 0.001909 9.5714e-06 2.8363 0.38442 0.001909
7 0.0018222 6.002e-05 13.175 3.222 0.0018222
8 0.0019108 2.2603e-05 6.6917 3.1229 0.0019108
9 0.0019166 7.841e-06 3.2728 0.56212 0.0019166
10 0.0019171 4.722e-05 9.8523 2.3222 0.0019171
11 0.0019201 1.2727e-05 3.7495 0.48188 0.0019201
12 0.0019248 5.3783e-06 2.2354 0.31747 0.0019248
<lo_statistics>
<cumulated_time> 131.550582 </cumulated_time>
</lo_statistics>
