0.16929E-02 0.28149E-05 0.00000E+01 10790180 0 0 106110 0.62647E+08 0.00000E+01 0.16929E-02 0.00000E+01 0.00000E+01 0
1 0.0016575 8.5762e-05 14.635 3.2139 0.0016575
2 0.0016801 2.6411e-05 6.288 1.3838 0.0016801
3 0.0016921 9.1769e-06 3.068 0.64421 0.0016921
4 0.0016248 7.3469e-05 12.789 2.188 0.0016248
5 0.0016754 2.5559e-05 6.1021 1.4396 0.0016754
6 0.0016899 1.0077e-05 3.3731 1.5121 0.0016899
7 0.0016977 7.6886e-05 12.81 1.9356 0.0016977
8 0.0017234 2.5132e-05 5.8331 0.88373 0.0017234
9 0.0016972 8.0516e-06 2.6837 0.38454 0.0016972
10 0.0017171 0.00013513 22.259 5.0817 0.0017171
11 0.001741 3.1598e-05 7.2599 1.304 0.001741
12 0.0016787 1.0158e-05 3.423 1.232 0.0016787
13 0.0016564 6.9875e-05 11.932 2.142 0.0016564
14 0.00172 2.952e-05 6.8648 2.8194 0.00172
15 0.0017063 8.9021e-06 2.9513 1.0004 0.0017063
16 0.0016985 0.00010059 16.75 4.4188 0.0016985
17 0.0017119 2.71e-05 6.3324 1.2735 0.0017119
18 0.0016968 8.6569e-06 2.886 0.43381 0.0016968
19 0.0019018 0.00026098 27.445 4.874 0.0019018
20 0.0017098 7.351e-05 12.161 2.1307 0.0017098
21 0.0016591 1.9621e-05 4.7306 0.50635 0.0016591
22 0.0016305 9.0051e-05 15.621 2.6802 0.0016305
23 0.0017563 3.5249e-05 8.0281 2.9997 0.0017563
24 0.0016823 9.2222e-06 3.1011 0.55838 0.0016823
25 0.0017171 0.0002095 24.402 6.0924 0.0017171
26 0.0018225 9.6116e-05 14.917 5.2363 0.0018225
27 0.0016911 1.982e-05 4.6882 0.55881 0.0016911
28 0.0015122 8.1904e-05 15.32 3.5113 0.0015122
29 0.0016673 2.888e-05 6.9286 1.4386 0.0016673
30 0.0016974 9.2877e-06 3.0952 0.44482 0.0016974
31 0.0017236 9.0149e-05 14.794 2.8433 0.0017236
32 0.0016773 2.9571e-05 7.052 1.5226 0.0016773
33 0.0017144 9.7264e-06 3.2092 0.36854 0.0017144
34 0.0015628 7.94e-05 14.37 2.9108 0.0015628
35 0.0016503 2.7448e-05 6.6529 1.3786 0.0016503
36 0.0017046 9.6846e-06 3.2139 0.45694 0.0017046
37 0.0017122 9.8496e-05 16.271 3.0159 0.0017122
38 0.0016781 2.8088e-05 6.695 1.3668 0.0016781
39 0.0016666 9.0998e-06 3.0886 0.34136 0.0016666
40 0.001834 0.00011008 16.977 4.5765 0.001834
41 0.0016772 2.2222e-05 5.2997 0.77618 0.0016772
42 0.0016902 8.4279e-06 2.8207 0.64263 0.0016902
43 0.0017063 7.6926e-05 12.752 2.1258 0.0017063
44 0.0017143 2.8719e-05 6.7009 2.1825 0.0017143
45 0.0016898 8.5476e-06 2.8614 0.32661 0.0016898
46 0.0016158 7.8695e-05 13.775 3.1119 0.0016158
47 0.0016952 2.328e-05 5.4933 1.7531 0.0016952
48 0.0017148 9.0413e-06 2.9827 1.4622 0.0017148
49 0.0017215 9.6265e-05 15.816 2.8726 0.0017215
50 0.0017092 3.3944e-05 7.944 1.9045 0.0017092
51 0.0017142 1.5929e-05 5.2565 3.5163 0.0017142
52 0.0017187 9.3639e-05 15.41 3.063 0.0017187
53 0.0016704 2.5131e-05 6.0178 0.68142 0.0016704
54 0.0016819 9.4361e-06 3.1737 1.0197 0.0016819
<lo_statistics>
<cumulated_time> 356.52860000000004 </cumulated_time>
</lo_statistics>
